EmployeeID,DeviceID,Location,Vendor,Product,DeploymentType,EntitledLicenses,ActualUsage
13923,DEV-13923,US,Oracle DB,Oracle 21c,Cloud,1,0
13924,DEV-13924,US,Zoom,Zoom Meetings,Cloud,2,0
13925,DEV-13925,India,Oracle DB,Oracle 19c,Cloud,5,0
13926,DEV-13926,US,SQL Server,SQL 2022,On-Prem,1,0
13927,DEV-13927,Germany,Oracle DB,Oracle 21c,Cloud,2,0
13928,DEV-13928,Singapore,Zoom,Zoom Meetings,On-Prem,3,0
13929,DEV-13929,UK,Salesforce,CRM Cloud,Cloud,1,0
13930,DEV-13930,Singapore,Zoom,Zoom Meetings,On-Prem,4,1
13931,DEV-13931,US,Oracle DB,Oracle 19c,On-Prem,2,0
13932,DEV-13932,US,Adobe CC,Premiere Pro,Cloud,1,0
13933,DEV-13933,US,Oracle DB,Oracle 19c,Cloud,5,2
13934,DEV-13934,Singapore,Adobe CC,Illustrator,Cloud,1,0
13935,DEV-13935,US,SQL Server,SQL 2022,Cloud,3,2
13936,DEV-13936,India,SQL Server,SQL 2022,Cloud,2,0
13937,DEV-13937,UK,SQL Server,SQL 2022,On-Prem,3,1
13938,DEV-13938,Germany,Microsoft 365,Excel,On-Prem,1,1
13939,DEV-13939,UK,Oracle DB,Oracle 21c,Cloud,5,0
13940,DEV-13940,India,Zoom,Zoom Meetings,Cloud,5,3
13941,DEV-13941,Germany,Oracle DB,Oracle 19c,On-Prem,3,3
13942,DEV-13942,Singapore,Oracle DB,Oracle 21c,Cloud,1,1
13943,DEV-13943,India,Microsoft 365,Word,Cloud,5,4
13944,DEV-13944,Singapore,SQL Server,SQL 2019,Cloud,5,0
13945,DEV-13945,Germany,Adobe CC,Premiere Pro,Cloud,1,1
13946,DEV-13946,Germany,Adobe CC,Photoshop,Cloud,1,1
13947,DEV-13947,Singapore,Oracle DB,Oracle 21c,Cloud,1,1
13948,DEV-13948,Germany,Oracle DB,Oracle 19c,Cloud,1,0
13949,DEV-13949,Germany,Microsoft 365,Word,On-Prem,4,1
13950,DEV-13950,India,Oracle DB,Oracle 19c,On-Prem,2,1
13951,DEV-13951,Germany,Microsoft 365,Teams,Cloud,5,2
13952,DEV-13952,US,Adobe CC,Photoshop,On-Prem,4,1
13953,DEV-13953,India,Microsoft 365,Word,On-Prem,1,1
13954,DEV-13954,Singapore,Adobe CC,Illustrator,Cloud,4,1
13955,DEV-13955,Germany,Zoom,Zoom Meetings,Cloud,5,4
13956,DEV-13956,UK,Adobe CC,Premiere Pro,On-Prem,4,1
13957,DEV-13957,UK,Zoom,Zoom Meetings,Cloud,1,1
13958,DEV-13958,Singapore,Oracle DB,Oracle 21c,On-Prem,5,1
13959,DEV-13959,Germany,Microsoft 365,Teams,Cloud,3,2
13960,DEV-13960,UK,Salesforce,CRM Cloud,On-Prem,3,1
13961,DEV-13961,US,SQL Server,SQL 2019,On-Prem,3,1
13962,DEV-13962,UK,Salesforce,CRM Cloud,On-Prem,3,0
13963,DEV-13963,Germany,SQL Server,SQL 2019,On-Prem,3,3
13964,DEV-13964,Singapore,Adobe CC,Photoshop,On-Prem,1,1
13965,DEV-13965,India,Salesforce,CRM Cloud,Cloud,1,0
13966,DEV-13966,India,Salesforce,CRM Cloud,Cloud,2,2
13967,DEV-13967,Germany,Zoom,Zoom Meetings,On-Prem,5,5
13968,DEV-13968,US,SQL Server,SQL 2022,On-Prem,5,5
13969,DEV-13969,UK,Microsoft 365,Teams,Cloud,1,0
13970,DEV-13970,UK,Salesforce,CRM Cloud,Cloud,1,1
13971,DEV-13971,Germany,Microsoft 365,Excel,Cloud,4,2
13972,DEV-13972,UK,Salesforce,CRM Cloud,On-Prem,4,4
13973,DEV-13973,US,Microsoft 365,Teams,Cloud,1,1
13974,DEV-13974,UK,SQL Server,SQL 2019,On-Prem,1,0
13975,DEV-13975,India,Adobe CC,Illustrator,Cloud,5,4
13976,DEV-13976,US,Zoom,Zoom Meetings,On-Prem,2,0
13977,DEV-13977,Singapore,Salesforce,CRM Cloud,Cloud,4,2
13978,DEV-13978,Germany,Oracle DB,Oracle 21c,On-Prem,4,1
13979,DEV-13979,UK,Salesforce,CRM Cloud,Cloud,2,0
13980,DEV-13980,India,Zoom,Zoom Meetings,On-Prem,1,0
13981,DEV-13981,UK,Oracle DB,Oracle 21c,Cloud,1,1
13982,DEV-13982,Singapore,Salesforce,CRM Cloud,Cloud,4,2
13983,DEV-13983,India,Microsoft 365,PowerPoint,On-Prem,1,1
13984,DEV-13984,US,Zoom,Zoom Meetings,On-Prem,2,0
13985,DEV-13985,Singapore,Adobe CC,Premiere Pro,On-Prem,2,1
13986,DEV-13986,UK,Microsoft 365,Excel,On-Prem,1,1
13987,DEV-13987,India,SQL Server,SQL 2022,Cloud,4,3
13988,DEV-13988,India,Microsoft 365,PowerPoint,On-Prem,5,2
13989,DEV-13989,India,Adobe CC,Premiere Pro,On-Prem,1,0
13990,DEV-13990,Germany,Salesforce,CRM Cloud,On-Prem,5,2
13991,DEV-13991,Singapore,Oracle DB,Oracle 21c,On-Prem,2,0
13992,DEV-13992,Germany,Adobe CC,Illustrator,Cloud,3,2
13993,DEV-13993,UK,Salesforce,CRM Cloud,On-Prem,4,1
13994,DEV-13994,UK,Oracle DB,Oracle 19c,Cloud,5,5
13995,DEV-13995,UK,Salesforce,CRM Cloud,Cloud,1,1
13996,DEV-13996,India,Oracle DB,Oracle 21c,Cloud,2,1
13997,DEV-13997,US,Microsoft 365,Excel,On-Prem,4,2
13998,DEV-13998,US,Salesforce,CRM Cloud,On-Prem,4,4
13999,DEV-13999,US,Zoom,Zoom Meetings,On-Prem,3,0
14000,DEV-14000,Germany,SQL Server,SQL 2022,On-Prem,2,0
14001,DEV-14001,Singapore,Zoom,Zoom Meetings,Cloud,5,5
14002,DEV-14002,Germany,Adobe CC,Premiere Pro,Cloud,5,5
14003,DEV-14003,Germany,SQL Server,SQL 2019,On-Prem,2,1
14004,DEV-14004,Singapore,Microsoft 365,PowerPoint,Cloud,5,4
14005,DEV-14005,US,Oracle DB,Oracle 19c,Cloud,5,4
14006,DEV-14006,Germany,Salesforce,CRM Cloud,Cloud,2,0
14007,DEV-14007,India,Microsoft 365,PowerPoint,Cloud,3,2
14008,DEV-14008,UK,Salesforce,CRM Cloud,Cloud,1,0
14009,DEV-14009,UK,Salesforce,CRM Cloud,On-Prem,4,1
14010,DEV-14010,UK,Salesforce,CRM Cloud,On-Prem,4,0
14011,DEV-14011,India,Salesforce,CRM Cloud,Cloud,5,4
14012,DEV-14012,US,Zoom,Zoom Meetings,On-Prem,4,1
14013,DEV-14013,Singapore,Adobe CC,Premiere Pro,Cloud,5,5
14014,DEV-14014,Singapore,Zoom,Zoom Meetings,Cloud,1,1
14015,DEV-14015,Singapore,Salesforce,CRM Cloud,On-Prem,4,4
14016,DEV-14016,UK,Zoom,Zoom Meetings,Cloud,4,4
14017,DEV-14017,US,Salesforce,CRM Cloud,On-Prem,4,3
14018,DEV-14018,Germany,SQL Server,SQL 2022,On-Prem,4,3
14019,DEV-14019,Singapore,Oracle DB,Oracle 19c,Cloud,3,2
14020,DEV-14020,India,SQL Server,SQL 2019,On-Prem,2,0
14021,DEV-14021,UK,Microsoft 365,Teams,Cloud,4,1
14022,DEV-14022,UK,Adobe CC,Premiere Pro,Cloud,3,2
14023,DEV-14023,UK,Microsoft 365,Teams,On-Prem,5,2
14024,DEV-14024,Singapore,SQL Server,SQL 2022,Cloud,2,0
14025,DEV-14025,Singapore,Salesforce,CRM Cloud,On-Prem,1,1
14026,DEV-14026,Germany,Zoom,Zoom Meetings,Cloud,3,2
14027,DEV-14027,UK,Zoom,Zoom Meetings,Cloud,3,1
14028,DEV-14028,UK,Microsoft 365,PowerPoint,On-Prem,4,3
14029,DEV-14029,UK,Oracle DB,Oracle 21c,On-Prem,4,2
14030,DEV-14030,UK,Zoom,Zoom Meetings,Cloud,2,0
14031,DEV-14031,India,Salesforce,CRM Cloud,Cloud,2,2
14032,DEV-14032,Singapore,Adobe CC,Premiere Pro,On-Prem,5,4
14033,DEV-14033,India,Salesforce,CRM Cloud,Cloud,1,1
14034,DEV-14034,US,Microsoft 365,Teams,Cloud,1,1
14035,DEV-14035,Germany,SQL Server,SQL 2022,On-Prem,5,3
14036,DEV-14036,UK,SQL Server,SQL 2019,On-Prem,3,3
14037,DEV-14037,Germany,Zoom,Zoom Meetings,Cloud,4,0
14038,DEV-14038,US,Adobe CC,Photoshop,On-Prem,4,0
14039,DEV-14039,Germany,Microsoft 365,Excel,On-Prem,4,0
14040,DEV-14040,Germany,Zoom,Zoom Meetings,Cloud,3,0
14041,DEV-14041,Germany,SQL Server,SQL 2019,On-Prem,3,2
14042,DEV-14042,Germany,SQL Server,SQL 2022,On-Prem,1,0
14043,DEV-14043,US,Microsoft 365,PowerPoint,Cloud,1,0
14044,DEV-14044,Singapore,Zoom,Zoom Meetings,Cloud,1,0
14045,DEV-14045,Singapore,Salesforce,CRM Cloud,On-Prem,3,0
14046,DEV-14046,Germany,Microsoft 365,Teams,On-Prem,1,1
14047,DEV-14047,Singapore,Oracle DB,Oracle 21c,Cloud,5,1
14048,DEV-14048,Singapore,Zoom,Zoom Meetings,On-Prem,1,0
14049,DEV-14049,Singapore,Microsoft 365,PowerPoint,On-Prem,1,1
14050,DEV-14050,Singapore,Zoom,Zoom Meetings,Cloud,3,3
14051,DEV-14051,Germany,SQL Server,SQL 2019,Cloud,3,0
14052,DEV-14052,US,Zoom,Zoom Meetings,Cloud,4,3
14053,DEV-14053,India,Adobe CC,Premiere Pro,On-Prem,3,2
14054,DEV-14054,Germany,Adobe CC,Premiere Pro,On-Prem,1,0
14055,DEV-14055,Germany,SQL Server,SQL 2022,On-Prem,5,4
14056,DEV-14056,US,Microsoft 365,Word,Cloud,5,5
14057,DEV-14057,Germany,SQL Server,SQL 2022,Cloud,1,0
14058,DEV-14058,India,Adobe CC,Premiere Pro,Cloud,4,1
14059,DEV-14059,Singapore,Salesforce,CRM Cloud,Cloud,3,1
14060,DEV-14060,India,Salesforce,CRM Cloud,Cloud,5,4
14061,DEV-14061,UK,Zoom,Zoom Meetings,On-Prem,2,2
14062,DEV-14062,UK,Microsoft 365,Teams,On-Prem,2,1
14063,DEV-14063,Germany,Salesforce,CRM Cloud,Cloud,5,2
14064,DEV-14064,Germany,Salesforce,CRM Cloud,Cloud,2,2
14065,DEV-14065,Singapore,SQL Server,SQL 2019,Cloud,5,1
14066,DEV-14066,US,SQL Server,SQL 2019,Cloud,4,3
14067,DEV-14067,US,Adobe CC,Premiere Pro,On-Prem,4,0
14068,DEV-14068,UK,Adobe CC,Premiere Pro,Cloud,1,1
14069,DEV-14069,India,Microsoft 365,PowerPoint,On-Prem,4,1
14070,DEV-14070,Singapore,SQL Server,SQL 2022,Cloud,1,0
14071,DEV-14071,Germany,Oracle DB,Oracle 21c,On-Prem,4,2
14072,DEV-14072,Singapore,Oracle DB,Oracle 19c,On-Prem,5,5
14073,DEV-14073,Singapore,Microsoft 365,Excel,Cloud,5,1
14074,DEV-14074,US,Oracle DB,Oracle 21c,Cloud,3,1
14075,DEV-14075,UK,Salesforce,CRM Cloud,On-Prem,2,1
14076,DEV-14076,US,Salesforce,CRM Cloud,Cloud,4,3
14077,DEV-14077,UK,SQL Server,SQL 2019,Cloud,4,4
14078,DEV-14078,UK,Oracle DB,Oracle 19c,Cloud,2,1
14079,DEV-14079,Germany,Zoom,Zoom Meetings,On-Prem,3,2
14080,DEV-14080,India,Oracle DB,Oracle 21c,On-Prem,3,2
14081,DEV-14081,UK,Salesforce,CRM Cloud,On-Prem,1,0
14082,DEV-14082,US,SQL Server,SQL 2019,Cloud,1,0
14083,DEV-14083,UK,Zoom,Zoom Meetings,On-Prem,2,0
14084,DEV-14084,India,Adobe CC,Photoshop,On-Prem,1,1
14085,DEV-14085,US,SQL Server,SQL 2019,On-Prem,4,1
14086,DEV-14086,India,Microsoft 365,PowerPoint,Cloud,5,4
14087,DEV-14087,US,Adobe CC,Illustrator,On-Prem,4,4
14088,DEV-14088,Germany,Oracle DB,Oracle 21c,Cloud,5,3
14089,DEV-14089,UK,Adobe CC,Photoshop,On-Prem,5,1
14090,DEV-14090,US,SQL Server,SQL 2019,On-Prem,3,2
14091,DEV-14091,US,SQL Server,SQL 2022,On-Prem,1,0
14092,DEV-14092,Germany,SQL Server,SQL 2022,On-Prem,5,3
14093,DEV-14093,India,Microsoft 365,Word,Cloud,3,3
14094,DEV-14094,Singapore,Microsoft 365,Word,Cloud,1,0
14095,DEV-14095,Singapore,Zoom,Zoom Meetings,On-Prem,2,2
14096,DEV-14096,US,Adobe CC,Premiere Pro,On-Prem,4,4
14097,DEV-14097,Singapore,Adobe CC,Premiere Pro,Cloud,5,4
14098,DEV-14098,Singapore,Microsoft 365,Excel,Cloud,3,0
14099,DEV-14099,UK,Zoom,Zoom Meetings,On-Prem,1,0
14100,DEV-14100,Germany,Salesforce,CRM Cloud,On-Prem,2,2
14101,DEV-14101,US,Salesforce,CRM Cloud,Cloud,4,0
14102,DEV-14102,Singapore,Microsoft 365,Excel,Cloud,1,1
14103,DEV-14103,Singapore,Oracle DB,Oracle 19c,Cloud,4,2
14104,DEV-14104,Germany,SQL Server,SQL 2022,On-Prem,2,0
14105,DEV-14105,UK,SQL Server,SQL 2019,On-Prem,2,1
14106,DEV-14106,Singapore,SQL Server,SQL 2019,Cloud,2,1
14107,DEV-14107,Singapore,Zoom,Zoom Meetings,On-Prem,3,3
14108,DEV-14108,Singapore,Zoom,Zoom Meetings,On-Prem,4,0
14109,DEV-14109,Singapore,Salesforce,CRM Cloud,On-Prem,5,1
14110,DEV-14110,UK,Salesforce,CRM Cloud,Cloud,3,3
14111,DEV-14111,US,Microsoft 365,Word,On-Prem,4,0
14112,DEV-14112,India,Salesforce,CRM Cloud,Cloud,3,2
14113,DEV-14113,Singapore,Zoom,Zoom Meetings,On-Prem,1,0
14114,DEV-14114,UK,Zoom,Zoom Meetings,Cloud,5,3
14115,DEV-14115,Germany,Salesforce,CRM Cloud,Cloud,2,1
14116,DEV-14116,US,Adobe CC,Photoshop,On-Prem,3,3
14117,DEV-14117,UK,Adobe CC,Illustrator,On-Prem,5,3
14118,DEV-14118,India,SQL Server,SQL 2022,Cloud,4,2
14119,DEV-14119,Germany,Zoom,Zoom Meetings,Cloud,3,1
14120,DEV-14120,US,SQL Server,SQL 2022,On-Prem,5,5
14121,DEV-14121,India,Microsoft 365,PowerPoint,Cloud,2,1
14122,DEV-14122,India,Zoom,Zoom Meetings,On-Prem,5,3
14123,DEV-14123,Germany,SQL Server,SQL 2019,Cloud,3,2
14124,DEV-14124,Germany,Microsoft 365,PowerPoint,On-Prem,1,1
14125,DEV-14125,Singapore,Zoom,Zoom Meetings,On-Prem,5,4
14126,DEV-14126,Germany,Oracle DB,Oracle 19c,Cloud,3,3
14127,DEV-14127,India,Zoom,Zoom Meetings,Cloud,5,2
14128,DEV-14128,US,Zoom,Zoom Meetings,On-Prem,1,0
14129,DEV-14129,UK,Adobe CC,Premiere Pro,Cloud,2,2
14130,DEV-14130,UK,Salesforce,CRM Cloud,On-Prem,1,0
14131,DEV-14131,UK,Adobe CC,Photoshop,Cloud,4,0
14132,DEV-14132,Singapore,SQL Server,SQL 2019,On-Prem,3,3
14133,DEV-14133,UK,Oracle DB,Oracle 19c,Cloud,3,2
14134,DEV-14134,India,SQL Server,SQL 2022,On-Prem,2,1
14135,DEV-14135,UK,Oracle DB,Oracle 21c,On-Prem,3,1
14136,DEV-14136,Germany,Adobe CC,Premiere Pro,Cloud,3,3
14137,DEV-14137,India,SQL Server,SQL 2022,On-Prem,4,1
14138,DEV-14138,UK,SQL Server,SQL 2022,Cloud,2,0
14139,DEV-14139,Singapore,Oracle DB,Oracle 19c,On-Prem,3,0
14140,DEV-14140,UK,Zoom,Zoom Meetings,Cloud,4,1
14141,DEV-14141,US,Salesforce,CRM Cloud,On-Prem,2,2
14142,DEV-14142,UK,Salesforce,CRM Cloud,On-Prem,5,1
14143,DEV-14143,UK,Adobe CC,Illustrator,Cloud,3,1
14144,DEV-14144,UK,Oracle DB,Oracle 19c,On-Prem,2,2
14145,DEV-14145,India,Oracle DB,Oracle 19c,Cloud,4,2
14146,DEV-14146,Singapore,Oracle DB,Oracle 21c,Cloud,2,1
14147,DEV-14147,India,Oracle DB,Oracle 19c,Cloud,2,2
14148,DEV-14148,Germany,Oracle DB,Oracle 19c,On-Prem,1,0
14149,DEV-14149,Germany,Oracle DB,Oracle 19c,On-Prem,5,3
14150,DEV-14150,US,Salesforce,CRM Cloud,Cloud,5,2
14151,DEV-14151,India,Oracle DB,Oracle 19c,Cloud,3,2
14152,DEV-14152,Germany,Oracle DB,Oracle 19c,Cloud,3,0
14153,DEV-14153,Singapore,Adobe CC,Photoshop,Cloud,3,3
14154,DEV-14154,India,Adobe CC,Premiere Pro,Cloud,4,1
14155,DEV-14155,India,Adobe CC,Illustrator,On-Prem,1,1
14156,DEV-14156,Germany,Adobe CC,Illustrator,On-Prem,3,2
14157,DEV-14157,US,Oracle DB,Oracle 21c,Cloud,3,1
14158,DEV-14158,UK,SQL Server,SQL 2019,On-Prem,3,0
14159,DEV-14159,Singapore,SQL Server,SQL 2019,On-Prem,1,1
14160,DEV-14160,UK,Microsoft 365,Word,Cloud,4,3
14161,DEV-14161,UK,Salesforce,CRM Cloud,Cloud,2,2
14162,DEV-14162,US,Microsoft 365,PowerPoint,Cloud,5,0
14163,DEV-14163,UK,SQL Server,SQL 2019,Cloud,1,0
14164,DEV-14164,US,Oracle DB,Oracle 19c,On-Prem,5,4
14165,DEV-14165,Singapore,Oracle DB,Oracle 21c,On-Prem,5,2
14166,DEV-14166,Singapore,Salesforce,CRM Cloud,Cloud,5,4
14167,DEV-14167,UK,Oracle DB,Oracle 19c,On-Prem,1,1
14168,DEV-14168,Germany,Salesforce,CRM Cloud,On-Prem,5,4
14169,DEV-14169,US,Oracle DB,Oracle 21c,On-Prem,3,2
14170,DEV-14170,UK,Oracle DB,Oracle 19c,Cloud,3,0
14171,DEV-14171,Germany,Oracle DB,Oracle 19c,Cloud,1,0
14172,DEV-14172,UK,SQL Server,SQL 2019,Cloud,1,1
14173,DEV-14173,Germany,Microsoft 365,PowerPoint,On-Prem,3,2
14174,DEV-14174,India,SQL Server,SQL 2022,On-Prem,2,1
14175,DEV-14175,Singapore,SQL Server,SQL 2019,On-Prem,3,1
14176,DEV-14176,US,Salesforce,CRM Cloud,Cloud,2,2
14177,DEV-14177,Germany,Adobe CC,Illustrator,Cloud,1,1
14178,DEV-14178,UK,Microsoft 365,Word,Cloud,5,0
14179,DEV-14179,India,Zoom,Zoom Meetings,On-Prem,5,1
14180,DEV-14180,US,Adobe CC,Premiere Pro,Cloud,1,0
14181,DEV-14181,US,SQL Server,SQL 2019,On-Prem,2,1
14182,DEV-14182,US,SQL Server,SQL 2022,Cloud,3,2
14183,DEV-14183,Singapore,Salesforce,CRM Cloud,On-Prem,5,5
14184,DEV-14184,India,Oracle DB,Oracle 19c,Cloud,3,3
14185,DEV-14185,India,Zoom,Zoom Meetings,On-Prem,2,0
14186,DEV-14186,US,Oracle DB,Oracle 21c,On-Prem,4,1
14187,DEV-14187,US,Microsoft 365,Excel,On-Prem,4,4
14188,DEV-14188,India,Oracle DB,Oracle 21c,On-Prem,1,1
14189,DEV-14189,India,Zoom,Zoom Meetings,On-Prem,1,0
14190,DEV-14190,India,SQL Server,SQL 2022,Cloud,4,2
14191,DEV-14191,UK,Zoom,Zoom Meetings,On-Prem,5,1
14192,DEV-14192,Germany,Salesforce,CRM Cloud,Cloud,2,1
14193,DEV-14193,Singapore,Oracle DB,Oracle 19c,Cloud,1,0
14194,DEV-14194,UK,Oracle DB,Oracle 21c,Cloud,5,2
14195,DEV-14195,UK,Salesforce,CRM Cloud,On-Prem,3,0
14196,DEV-14196,Singapore,Microsoft 365,Excel,Cloud,4,4
14197,DEV-14197,UK,Microsoft 365,Excel,On-Prem,3,0
14198,DEV-14198,UK,Adobe CC,Illustrator,On-Prem,1,0
14199,DEV-14199,UK,Zoom,Zoom Meetings,Cloud,3,1
14200,DEV-14200,Germany,Microsoft 365,Word,Cloud,2,2
14201,DEV-14201,US,Salesforce,CRM Cloud,Cloud,1,0
14202,DEV-14202,India,Microsoft 365,PowerPoint,Cloud,3,0
14203,DEV-14203,India,Microsoft 365,Teams,Cloud,3,3
14204,DEV-14204,Singapore,Zoom,Zoom Meetings,On-Prem,1,1
14205,DEV-14205,UK,Microsoft 365,Excel,Cloud,1,0
14206,DEV-14206,Singapore,Oracle DB,Oracle 21c,On-Prem,4,4
14207,DEV-14207,Germany,Adobe CC,Photoshop,On-Prem,3,0
14208,DEV-14208,US,SQL Server,SQL 2019,On-Prem,2,0
14209,DEV-14209,India,Adobe CC,Premiere Pro,On-Prem,1,1
14210,DEV-14210,Singapore,SQL Server,SQL 2022,Cloud,4,2
14211,DEV-14211,Singapore,SQL Server,SQL 2019,On-Prem,1,0
14212,DEV-14212,Singapore,Zoom,Zoom Meetings,On-Prem,4,2
14213,DEV-14213,US,Adobe CC,Premiere Pro,Cloud,5,3
14214,DEV-14214,Singapore,SQL Server,SQL 2022,On-Prem,5,2
14215,DEV-14215,UK,Zoom,Zoom Meetings,On-Prem,1,0
14216,DEV-14216,India,SQL Server,SQL 2022,On-Prem,4,0
14217,DEV-14217,India,Zoom,Zoom Meetings,Cloud,5,5
14218,DEV-14218,UK,SQL Server,SQL 2019,On-Prem,3,1
14219,DEV-14219,Singapore,Adobe CC,Premiere Pro,On-Prem,4,4
14220,DEV-14220,UK,Oracle DB,Oracle 19c,On-Prem,1,1
14221,DEV-14221,Singapore,Zoom,Zoom Meetings,Cloud,4,3
14222,DEV-14222,US,Salesforce,CRM Cloud,Cloud,2,1
14223,DEV-14223,Germany,Adobe CC,Photoshop,On-Prem,5,2
14224,DEV-14224,UK,Zoom,Zoom Meetings,Cloud,1,0
14225,DEV-14225,India,Adobe CC,Photoshop,On-Prem,3,1
14226,DEV-14226,US,Microsoft 365,PowerPoint,Cloud,3,0
14227,DEV-14227,UK,Adobe CC,Illustrator,On-Prem,4,2
14228,DEV-14228,Singapore,Adobe CC,Photoshop,On-Prem,4,0
14229,DEV-14229,Germany,Salesforce,CRM Cloud,On-Prem,4,0
14230,DEV-14230,Germany,SQL Server,SQL 2019,Cloud,1,0
14231,DEV-14231,India,Microsoft 365,Word,On-Prem,4,1
14232,DEV-14232,Singapore,Adobe CC,Illustrator,On-Prem,1,1
14233,DEV-14233,Singapore,Adobe CC,Photoshop,Cloud,5,2
14234,DEV-14234,Germany,Microsoft 365,Word,Cloud,4,4
14235,DEV-14235,Germany,Oracle DB,Oracle 19c,On-Prem,2,1
14236,DEV-14236,Germany,Microsoft 365,Word,Cloud,3,3
14237,DEV-14237,Singapore,Adobe CC,Illustrator,Cloud,5,3
14238,DEV-14238,Germany,Zoom,Zoom Meetings,Cloud,5,1
14239,DEV-14239,US,Oracle DB,Oracle 19c,Cloud,2,2
14240,DEV-14240,UK,Adobe CC,Premiere Pro,On-Prem,2,0
14241,DEV-14241,Singapore,Zoom,Zoom Meetings,On-Prem,4,2
14242,DEV-14242,India,Adobe CC,Premiere Pro,On-Prem,1,0
14243,DEV-14243,India,Microsoft 365,Word,Cloud,1,1
14244,DEV-14244,US,Microsoft 365,Teams,Cloud,2,1
14245,DEV-14245,Germany,Microsoft 365,Excel,On-Prem,1,1
14246,DEV-14246,India,Adobe CC,Illustrator,Cloud,3,0
14247,DEV-14247,Singapore,Microsoft 365,Excel,Cloud,1,0
14248,DEV-14248,UK,Oracle DB,Oracle 19c,Cloud,2,1
14249,DEV-14249,Singapore,Microsoft 365,Excel,On-Prem,2,0
14250,DEV-14250,Singapore,Adobe CC,Premiere Pro,Cloud,5,1
14251,DEV-14251,UK,SQL Server,SQL 2022,Cloud,4,0
14252,DEV-14252,US,Salesforce,CRM Cloud,On-Prem,3,0
14253,DEV-14253,US,Adobe CC,Premiere Pro,Cloud,2,1
14254,DEV-14254,India,Zoom,Zoom Meetings,On-Prem,2,2
14255,DEV-14255,US,SQL Server,SQL 2019,Cloud,5,3
14256,DEV-14256,Singapore,Oracle DB,Oracle 19c,Cloud,2,2
14257,DEV-14257,India,Adobe CC,Photoshop,On-Prem,1,1
14258,DEV-14258,US,Zoom,Zoom Meetings,On-Prem,1,1
14259,DEV-14259,UK,Microsoft 365,Excel,On-Prem,4,1
14260,DEV-14260,Germany,Salesforce,CRM Cloud,Cloud,2,2
14261,DEV-14261,India,SQL Server,SQL 2019,Cloud,3,1
14262,DEV-14262,UK,SQL Server,SQL 2022,On-Prem,4,1
14263,DEV-14263,Germany,Microsoft 365,PowerPoint,On-Prem,2,0
14264,DEV-14264,US,Microsoft 365,Teams,On-Prem,3,1
14265,DEV-14265,UK,Microsoft 365,Word,Cloud,1,1
14266,DEV-14266,Singapore,Adobe CC,Premiere Pro,On-Prem,2,0
14267,DEV-14267,UK,Oracle DB,Oracle 21c,Cloud,1,0
14268,DEV-14268,US,Oracle DB,Oracle 21c,On-Prem,4,0
14269,DEV-14269,India,Microsoft 365,Excel,On-Prem,5,5
14270,DEV-14270,US,Salesforce,CRM Cloud,On-Prem,5,5
14271,DEV-14271,Germany,Zoom,Zoom Meetings,On-Prem,3,1
14272,DEV-14272,Singapore,Oracle DB,Oracle 19c,On-Prem,4,0
14273,DEV-14273,US,Oracle DB,Oracle 21c,Cloud,2,0
14274,DEV-14274,Germany,Zoom,Zoom Meetings,On-Prem,4,4
14275,DEV-14275,Singapore,Oracle DB,Oracle 21c,Cloud,2,2
14276,DEV-14276,India,Oracle DB,Oracle 19c,On-Prem,2,0
14277,DEV-14277,Singapore,Microsoft 365,Teams,Cloud,5,2
14278,DEV-14278,US,Oracle DB,Oracle 19c,Cloud,4,3
14279,DEV-14279,UK,Microsoft 365,PowerPoint,Cloud,2,0
14280,DEV-14280,India,Oracle DB,Oracle 21c,On-Prem,1,0
14281,DEV-14281,Germany,SQL Server,SQL 2022,On-Prem,2,1
14282,DEV-14282,Singapore,Oracle DB,Oracle 19c,Cloud,5,1
14283,DEV-14283,UK,Oracle DB,Oracle 21c,On-Prem,3,0
14284,DEV-14284,India,Zoom,Zoom Meetings,Cloud,5,0
14285,DEV-14285,US,SQL Server,SQL 2019,On-Prem,4,4
14286,DEV-14286,UK,Zoom,Zoom Meetings,On-Prem,2,2
14287,DEV-14287,Germany,Zoom,Zoom Meetings,On-Prem,4,1
14288,DEV-14288,India,Zoom,Zoom Meetings,On-Prem,2,0
14289,DEV-14289,Germany,SQL Server,SQL 2019,Cloud,4,3
14290,DEV-14290,US,Microsoft 365,Excel,Cloud,5,1
14291,DEV-14291,India,Zoom,Zoom Meetings,Cloud,3,2
14292,DEV-14292,Singapore,Adobe CC,Photoshop,Cloud,2,2
14293,DEV-14293,India,Salesforce,CRM Cloud,On-Prem,1,1
14294,DEV-14294,US,Adobe CC,Photoshop,Cloud,4,2
14295,DEV-14295,UK,SQL Server,SQL 2019,On-Prem,2,0
14296,DEV-14296,Germany,Microsoft 365,Word,Cloud,5,1
14297,DEV-14297,India,Adobe CC,Illustrator,On-Prem,1,0
14298,DEV-14298,Singapore,Salesforce,CRM Cloud,Cloud,4,2
14299,DEV-14299,UK,Zoom,Zoom Meetings,On-Prem,1,1
14300,DEV-14300,Singapore,Zoom,Zoom Meetings,Cloud,2,2
14301,DEV-14301,US,Oracle DB,Oracle 19c,On-Prem,1,1
14302,DEV-14302,Singapore,Salesforce,CRM Cloud,On-Prem,4,3
14303,DEV-14303,Singapore,Adobe CC,Illustrator,Cloud,1,0
14304,DEV-14304,US,Salesforce,CRM Cloud,Cloud,5,5
