Month,ResourceID,Cloud,Service,Region,InstanceSize,AvgCPUPercent,AvgMemPercent,OnDemandCost,DiscountedCost
2025-04,aw-0166,AWS,Compute/VM,us-east-1,large,11.3,19.7,99.94,100.06
2025-05,aw-0166,AWS,Compute/VM,us-east-1,large,15.9,18.9,137.41,62.59
2025-06,aw-0166,AWS,Compute/VM,us-east-1,large,17.2,24.3,113.66,86.34
2025-07,aw-0166,AWS,Compute/VM,us-east-1,large,12.4,16.3,117.99,82.01
2025-08,aw-0166,AWS,Compute/VM,us-east-1,large,14.6,19.4,111.8,88.2
2024-09,gc-0167,GCP,Database,us-central1,medium,29.7,49.5,99.59,60.41
2024-10,gc-0167,GCP,Database,us-central1,medium,31.7,37.2,103.41,56.59
2024-11,gc-0167,GCP,Database,us-central1,medium,36.5,43.8,98.65,61.35
2024-12,gc-0167,GCP,Database,us-central1,medium,39.6,36.3,100.22,59.78
2025-01,gc-0167,GCP,Database,us-central1,medium,27.2,37.5,86.13,73.87
2025-02,gc-0167,GCP,Database,us-central1,medium,41.9,38.7,86.99,73.01
2025-03,gc-0167,GCP,Database,us-central1,medium,35.9,37.3,90.82,69.18
2025-04,gc-0167,GCP,Database,us-central1,medium,31.6,34.5,93.8,66.2
2025-05,gc-0167,GCP,Database,us-central1,medium,37.1,33.1,73.88,86.12
2025-06,gc-0167,GCP,Database,us-central1,medium,27.2,38.1,99.43,60.57
2025-07,gc-0167,GCP,Database,us-central1,medium,37.6,37.0,98.69,61.31
2025-08,gc-0167,GCP,Database,us-central1,medium,31.8,34.4,89.83,70.17
2024-09,gc-0168,GCP,Database,asia-south1,nano,27.9,29.7,22.4,17.6
2024-10,gc-0168,GCP,Database,asia-south1,nano,24.0,32.6,24.52,15.48
2024-11,gc-0168,GCP,Database,asia-south1,nano,27.8,25.5,18.51,21.49
2024-12,gc-0168,GCP,Database,asia-south1,nano,19.4,28.7,24.22,15.78
2025-01,gc-0168,GCP,Database,asia-south1,nano,30.9,28.6,24.72,15.28
2025-02,gc-0168,GCP,Database,asia-south1,nano,25.1,33.4,23.06,16.94
2025-03,gc-0168,GCP,Database,asia-south1,nano,27.5,33.0,25.51,14.49
2025-04,gc-0168,GCP,Database,asia-south1,nano,24.7,29.6,25.5,14.5
2025-05,gc-0168,GCP,Database,asia-south1,nano,22.0,30.4,21.89,18.11
2025-06,gc-0168,GCP,Database,asia-south1,nano,23.2,28.5,22.53,17.47
2025-07,gc-0168,GCP,Database,asia-south1,nano,28.0,27.4,16.86,23.14
2025-08,gc-0168,GCP,Database,asia-south1,nano,25.2,24.1,24.56,15.44
2024-09,az-0169,Azure,Cache,southeastasia,small,6.7,40.9,54.01,65.99
2024-10,az-0169,Azure,Cache,southeastasia,small,7.2,38.9,57.38,62.62
2024-11,az-0169,Azure,Cache,southeastasia,small,5.7,46.9,69.22,50.78
2024-12,az-0169,Azure,Cache,southeastasia,small,7.9,48.1,71.27,48.73
2025-01,az-0169,Azure,Cache,southeastasia,small,9.6,42.7,69.41,50.59
2025-02,az-0169,Azure,Cache,southeastasia,small,15.7,45.3,71.24,48.76
2025-03,az-0169,Azure,Cache,southeastasia,small,7.0,39.1,50.05,69.95
2025-04,az-0169,Azure,Cache,southeastasia,small,6.3,41.6,71.23,48.77
2025-05,az-0169,Azure,Cache,southeastasia,small,5.5,46.4,73.2,46.8
2025-06,az-0169,Azure,Cache,southeastasia,small,5.6,39.6,69.17,50.83
2025-07,az-0169,Azure,Cache,southeastasia,small,6.7,27.6,59.9,60.1
2025-08,az-0169,Azure,Cache,southeastasia,small,11.7,34.6,74.33,45.67
2024-09,gc-0170,GCP,Cache,europe-west1,micro,11.5,20.3,44.25,35.75
2024-10,gc-0170,GCP,Cache,europe-west1,micro,23.0,18.4,40.87,39.13
2024-11,gc-0170,GCP,Cache,europe-west1,micro,20.7,20.8,37.08,42.92
2024-12,gc-0170,GCP,Cache,europe-west1,micro,20.8,15.7,38.03,41.97
2025-01,gc-0170,GCP,Cache,europe-west1,micro,19.3,29.0,42.45,37.55
2025-02,gc-0170,GCP,Cache,europe-west1,micro,15.3,27.1,49.46,30.54
2025-03,gc-0170,GCP,Cache,europe-west1,micro,18.9,17.3,53.23,26.77
2025-04,gc-0170,GCP,Cache,europe-west1,micro,18.3,25.1,48.05,31.95
2025-05,gc-0170,GCP,Cache,europe-west1,micro,22.5,23.1,41.73,38.27
2025-06,gc-0170,GCP,Cache,europe-west1,micro,14.1,18.9,41.17,38.83
2025-07,gc-0170,GCP,Cache,europe-west1,micro,20.2,16.9,45.7,34.3
2025-08,gc-0170,GCP,Cache,europe-west1,micro,17.7,28.1,47.16,32.84
2024-09,aw-0171,AWS,Compute/VM,eu-west-1,nano,28.6,30.0,18.75,21.25
2024-10,aw-0171,AWS,Compute/VM,eu-west-1,nano,20.5,26.3,24.45,15.55
2024-11,aw-0171,AWS,Compute/VM,eu-west-1,nano,25.4,38.8,24.8,15.2
2024-12,aw-0171,AWS,Compute/VM,eu-west-1,nano,23.2,28.6,19.54,20.46
2025-01,aw-0171,AWS,Compute/VM,eu-west-1,nano,26.1,28.2,25.3,14.7
2025-02,aw-0171,AWS,Compute/VM,eu-west-1,nano,25.7,34.0,22.49,17.51
2025-03,aw-0171,AWS,Compute/VM,eu-west-1,nano,34.5,30.8,18.16,21.84
2025-04,aw-0171,AWS,Compute/VM,eu-west-1,nano,27.3,26.0,21.91,18.09
2025-05,aw-0171,AWS,Compute/VM,eu-west-1,nano,23.6,32.8,22.84,17.16
2025-06,aw-0171,AWS,Compute/VM,eu-west-1,nano,25.4,32.5,25.52,14.48
2025-07,aw-0171,AWS,Compute/VM,eu-west-1,nano,23.1,31.8,20.36,19.64
2025-08,aw-0171,AWS,Compute/VM,eu-west-1,nano,16.2,32.1,18.02,21.98
2024-09,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,4.9,15.8,154.19,125.81
2024-10,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,2.0,19.8,168.34,111.66
2024-11,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,5.8,20.5,179.75,100.25
2024-12,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,3.4,16.7,141.53,138.47
2025-01,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,2.6,20.2,161.39,118.61
2025-02,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,4.6,17.0,124.25,155.75
2025-03,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,3.3,15.9,165.11,114.89
2025-04,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,2.0,18.3,187.54,92.46
2025-05,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,2.1,14.7,164.04,115.96
2025-06,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,2.0,14.0,175.4,104.6
2025-07,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,2.9,17.2,166.04,113.96
2025-08,gc-0172,GCP,Compute/VM,asia-south1,2xlarge,2.7,22.4,166.39,113.61
2024-09,az-0173,Azure,Storage,westus2,nano,15.9,15.8,24.23,15.77
2024-10,az-0173,Azure,Storage,westus2,nano,21.2,20.4,26.02,13.98
2024-11,az-0173,Azure,Storage,westus2,nano,21.3,26.5,22.04,17.96
2024-12,az-0173,Azure,Storage,westus2,nano,22.2,17.6,18.51,21.49
2025-01,az-0173,Azure,Storage,westus2,nano,22.0,19.8,21.31,18.69
2025-02,az-0173,Azure,Storage,westus2,nano,15.8,23.4,26.28,13.72
2025-03,az-0173,Azure,Storage,westus2,nano,21.2,17.8,23.07,16.93
2025-04,az-0173,Azure,Storage,westus2,nano,19.2,15.0,24.12,15.88
2025-05,az-0173,Azure,Storage,westus2,nano,20.5,29.1,17.26,22.74
2025-06,az-0173,Azure,Storage,westus2,nano,17.6,17.0,24.15,15.85
2025-07,az-0173,Azure,Storage,westus2,nano,14.5,19.8,21.0,19.0
2025-08,az-0173,Azure,Storage,westus2,nano,14.6,20.9,25.8,14.2
2024-09,gc-0174,GCP,Compute/VM,us-west1,large,4.7,55.5,111.7,88.3
2024-10,gc-0174,GCP,Compute/VM,us-west1,large,10.8,57.4,119.85,80.15
2024-11,gc-0174,GCP,Compute/VM,us-west1,large,15.9,51.8,129.24,70.76
2024-12,gc-0174,GCP,Compute/VM,us-west1,large,13.9,47.4,130.3,69.7
2025-01,gc-0174,GCP,Compute/VM,us-west1,large,14.0,44.5,119.25,80.75
2025-02,gc-0174,GCP,Compute/VM,us-west1,large,14.7,46.3,87.19,112.81
2025-03,gc-0174,GCP,Compute/VM,us-west1,large,11.3,49.5,99.7,100.3
2025-04,gc-0174,GCP,Compute/VM,us-west1,large,14.1,45.5,120.29,79.71
2025-05,gc-0174,GCP,Compute/VM,us-west1,large,7.5,48.9,117.67,82.33
2025-06,gc-0174,GCP,Compute/VM,us-west1,large,10.5,47.0,100.97,99.03
2025-07,gc-0174,GCP,Compute/VM,us-west1,large,12.9,45.8,112.38,87.62
2025-08,gc-0174,GCP,Compute/VM,us-west1,large,11.8,42.1,129.8,70.2
2024-09,az-0175,Azure,Database,eastus,2xlarge,32.5,8.8,156.64,123.36
2024-10,az-0175,Azure,Database,eastus,2xlarge,33.3,15.2,141.29,138.71
2024-11,az-0175,Azure,Database,eastus,2xlarge,35.1,13.9,174.61,105.39
2024-12,az-0175,Azure,Database,eastus,2xlarge,31.6,12.0,172.51,107.49
2025-01,az-0175,Azure,Database,eastus,2xlarge,33.2,11.9,153.03,126.97
2025-02,az-0175,Azure,Database,eastus,2xlarge,34.6,7.9,150.11,129.89
2025-03,az-0175,Azure,Database,eastus,2xlarge,40.1,3.5,156.99,123.01
2025-04,az-0175,Azure,Database,eastus,2xlarge,33.9,13.0,169.57,110.43
2025-05,az-0175,Azure,Database,eastus,2xlarge,33.0,12.2,175.24,104.76
2025-06,az-0175,Azure,Database,eastus,2xlarge,35.0,9.9,156.17,123.83
2025-07,az-0175,Azure,Database,eastus,2xlarge,33.8,8.8,170.15,109.85
2025-08,az-0175,Azure,Database,eastus,2xlarge,28.6,8.4,165.14,114.86
2024-09,az-0176,Azure,Database,southeastasia,small,27.7,37.9,73.51,46.49
2024-10,az-0176,Azure,Database,southeastasia,small,29.6,34.8,74.85,45.15
2024-11,az-0176,Azure,Database,southeastasia,small,34.5,39.9,77.04,42.96
2024-12,az-0176,Azure,Database,southeastasia,small,28.8,34.5,70.12,49.88
2025-01,az-0176,Azure,Database,southeastasia,small,33.9,35.0,69.5,50.5
2025-02,az-0176,Azure,Database,southeastasia,small,36.1,36.0,65.68,54.32
2025-03,az-0176,Azure,Database,southeastasia,small,33.8,33.9,64.04,55.96
2025-04,az-0176,Azure,Database,southeastasia,small,34.6,24.3,74.16,45.84
2025-05,az-0176,Azure,Database,southeastasia,small,31.3,27.9,80.0,40.0
2025-06,az-0176,Azure,Database,southeastasia,small,31.8,24.0,57.78,62.22
2025-07,az-0176,Azure,Database,southeastasia,small,27.5,30.4,78.37,41.63
2025-08,az-0176,Azure,Database,southeastasia,small,30.5,32.8,52.73,67.27
2024-09,az-0177,Azure,Storage,westeurope,small,26.0,6.9,64.85,55.15
2024-10,az-0177,Azure,Storage,westeurope,small,18.6,3.0,61.43,58.57
2024-11,az-0177,Azure,Storage,westeurope,small,22.4,6.9,65.72,54.28
2024-12,az-0177,Azure,Storage,westeurope,small,18.4,10.3,58.75,61.25
2025-01,az-0177,Azure,Storage,westeurope,small,20.2,6.6,53.57,66.43
2025-02,az-0177,Azure,Storage,westeurope,small,17.2,3.0,79.58,40.42
2025-03,az-0177,Azure,Storage,westeurope,small,26.7,3.0,65.56,54.44
2025-04,az-0177,Azure,Storage,westeurope,small,25.5,3.0,55.77,64.23
2025-05,az-0177,Azure,Storage,westeurope,small,15.1,9.0,63.99,56.01
2025-06,az-0177,Azure,Storage,westeurope,small,26.2,5.5,71.26,48.74
2025-07,az-0177,Azure,Storage,westeurope,small,22.4,5.9,60.71,59.29
2025-08,az-0177,Azure,Storage,westeurope,small,14.4,9.6,80.96,39.04
2024-09,gc-0178,GCP,Storage,us-west1,micro,18.0,58.2,46.22,33.78
2024-10,gc-0178,GCP,Storage,us-west1,micro,18.9,56.2,50.93,29.07
2024-11,gc-0178,GCP,Storage,us-west1,micro,20.4,55.5,40.26,39.74
2024-12,gc-0178,GCP,Storage,us-west1,micro,23.2,58.8,40.91,39.09
2025-01,gc-0178,GCP,Storage,us-west1,micro,23.8,53.7,53.08,26.92
2025-02,gc-0178,GCP,Storage,us-west1,micro,18.5,48.6,35.31,44.69
2025-03,gc-0178,GCP,Storage,us-west1,micro,16.7,44.3,42.17,37.83
2025-04,gc-0178,GCP,Storage,us-west1,micro,24.4,48.5,49.43,30.57
2025-05,gc-0178,GCP,Storage,us-west1,micro,17.7,54.1,52.34,27.66
2025-06,gc-0178,GCP,Storage,us-west1,micro,25.0,41.4,43.6,36.4
2025-07,gc-0178,GCP,Storage,us-west1,micro,15.8,45.9,43.35,36.65
2025-08,gc-0178,GCP,Storage,us-west1,micro,19.9,44.8,41.6,38.4
2024-09,aw-0179,AWS,Compute/VM,us-west-2,small,25.3,13.6,67.51,52.49
2024-10,aw-0179,AWS,Compute/VM,us-west-2,small,27.8,10.5,64.27,55.73
2024-11,aw-0179,AWS,Compute/VM,us-west-2,small,33.4,3.0,66.15,53.85
2024-12,aw-0179,AWS,Compute/VM,us-west-2,small,27.9,11.8,64.67,55.33
2025-01,aw-0179,AWS,Compute/VM,us-west-2,small,29.7,3.0,65.86,54.14
2025-02,aw-0179,AWS,Compute/VM,us-west-2,small,29.2,3.0,59.74,60.26
2025-03,aw-0179,AWS,Compute/VM,us-west-2,small,30.6,9.9,50.69,69.31
2025-04,aw-0179,AWS,Compute/VM,us-west-2,small,29.1,4.9,72.73,47.27
2025-05,aw-0179,AWS,Compute/VM,us-west-2,small,30.4,4.7,71.99,48.01
2025-06,aw-0179,AWS,Compute/VM,us-west-2,small,32.5,14.8,53.22,66.78
2025-07,aw-0179,AWS,Compute/VM,us-west-2,small,22.7,10.2,56.77,63.23
2025-08,aw-0179,AWS,Compute/VM,us-west-2,small,24.8,5.7,65.7,54.3
2024-09,aw-0180,AWS,Database,us-west-2,2xlarge,23.8,51.9,152.12,127.88
2024-10,aw-0180,AWS,Database,us-west-2,2xlarge,21.5,45.8,150.52,129.48
2024-11,aw-0180,AWS,Database,us-west-2,2xlarge,25.6,46.6,152.63,127.37
2024-12,aw-0180,AWS,Database,us-west-2,2xlarge,23.6,46.8,137.49,142.51
2025-01,aw-0180,AWS,Database,us-west-2,2xlarge,27.8,46.0,131.36,148.64
2025-02,aw-0180,AWS,Database,us-west-2,2xlarge,22.3,48.7,161.99,118.01
2025-03,aw-0180,AWS,Database,us-west-2,2xlarge,26.1,42.3,161.21,118.79
2025-04,aw-0180,AWS,Database,us-west-2,2xlarge,26.8,38.8,148.99,131.01
2025-05,aw-0180,AWS,Database,us-west-2,2xlarge,25.8,45.9,175.08,104.92
2025-06,aw-0180,AWS,Database,us-west-2,2xlarge,21.5,38.6,170.08,109.92
2025-07,aw-0180,AWS,Database,us-west-2,2xlarge,20.7,43.2,170.41,109.59
2025-08,aw-0180,AWS,Database,us-west-2,2xlarge,26.4,51.4,176.85,103.15
2024-09,gc-0181,GCP,Database,asia-south1,xlarge,13.5,56.3,132.3,107.7
2024-10,gc-0181,GCP,Database,asia-south1,xlarge,7.7,42.4,141.86,98.14
2024-11,gc-0181,GCP,Database,asia-south1,xlarge,4.3,52.6,126.96,113.04
2024-12,gc-0181,GCP,Database,asia-south1,xlarge,7.5,44.9,140.12,99.88
2025-01,gc-0181,GCP,Database,asia-south1,xlarge,6.6,47.4,155.84,84.16
2025-02,gc-0181,GCP,Database,asia-south1,xlarge,12.4,46.2,151.86,88.14
2025-03,gc-0181,GCP,Database,asia-south1,xlarge,5.3,45.9,128.79,111.21
2025-04,gc-0181,GCP,Database,asia-south1,xlarge,6.2,44.3,128.26,111.74
2025-05,gc-0181,GCP,Database,asia-south1,xlarge,4.8,46.5,122.97,117.03
2025-06,gc-0181,GCP,Database,asia-south1,xlarge,9.2,38.4,114.48,125.52
2025-07,gc-0181,GCP,Database,asia-south1,xlarge,4.0,41.2,130.4,109.6
2025-08,gc-0181,GCP,Database,asia-south1,xlarge,8.9,39.9,123.47,116.53
2024-09,aw-0182,AWS,Database,us-west-2,2xlarge,24.5,30.0,165.02,114.98
2024-10,aw-0182,AWS,Database,us-west-2,2xlarge,26.9,25.1,131.72,148.28
2024-11,aw-0182,AWS,Database,us-west-2,2xlarge,29.1,25.7,163.42,116.58
2024-12,aw-0182,AWS,Database,us-west-2,2xlarge,26.3,19.1,162.3,117.7
2025-01,aw-0182,AWS,Database,us-west-2,2xlarge,24.1,19.1,164.64,115.36
2025-02,aw-0182,AWS,Database,us-west-2,2xlarge,27.0,25.6,142.29,137.71
2025-03,aw-0182,AWS,Database,us-west-2,2xlarge,23.4,21.8,163.7,116.3
2025-04,aw-0182,AWS,Database,us-west-2,2xlarge,28.4,19.0,144.61,135.39
2025-05,aw-0182,AWS,Database,us-west-2,2xlarge,23.5,17.7,184.13,95.87
2025-06,aw-0182,AWS,Database,us-west-2,2xlarge,21.8,15.9,156.8,123.2
2025-07,aw-0182,AWS,Database,us-west-2,2xlarge,20.7,19.2,174.86,105.14
2025-08,aw-0182,AWS,Database,us-west-2,2xlarge,19.1,15.2,173.58,106.42
2024-09,az-0183,Azure,Compute/VM,southeastasia,micro,14.7,40.8,42.45,37.55
2024-10,az-0183,Azure,Compute/VM,southeastasia,micro,15.7,50.3,48.3,31.7
2024-11,az-0183,Azure,Compute/VM,southeastasia,micro,14.4,50.4,34.96,45.04
2024-12,az-0183,Azure,Compute/VM,southeastasia,micro,18.5,48.3,41.35,38.65
2025-01,az-0183,Azure,Compute/VM,southeastasia,micro,17.1,43.3,48.79,31.21
2025-02,az-0183,Azure,Compute/VM,southeastasia,micro,15.5,42.5,42.23,37.77
2025-03,az-0183,Azure,Compute/VM,southeastasia,micro,12.6,46.9,50.55,29.45
2025-04,az-0183,Azure,Compute/VM,southeastasia,micro,15.7,55.2,51.74,28.26
2025-05,az-0183,Azure,Compute/VM,southeastasia,micro,13.9,43.2,49.59,30.41
2025-06,az-0183,Azure,Compute/VM,southeastasia,micro,17.6,37.0,44.81,35.19
2025-07,az-0183,Azure,Compute/VM,southeastasia,micro,16.7,45.5,39.38,40.62
2025-08,az-0183,Azure,Compute/VM,southeastasia,micro,14.5,44.1,54.01,25.99
2024-09,az-0184,Azure,Cache,southeastasia,micro,5.5,35.9,40.17,39.83
2024-10,az-0184,Azure,Cache,southeastasia,micro,5.7,42.1,49.65,30.35
2024-11,az-0184,Azure,Cache,southeastasia,micro,11.4,32.6,37.97,42.03
2024-12,az-0184,Azure,Cache,southeastasia,micro,9.0,37.7,51.44,28.56
2025-01,az-0184,Azure,Cache,southeastasia,micro,8.3,34.5,47.33,32.67
2025-02,az-0184,Azure,Cache,southeastasia,micro,12.2,37.6,48.51,31.49
2025-03,az-0184,Azure,Cache,southeastasia,micro,16.8,37.6,47.55,32.45
2025-04,az-0184,Azure,Cache,southeastasia,micro,7.7,39.3,46.08,33.92
2025-05,az-0184,Azure,Cache,southeastasia,micro,4.7,26.6,47.14,32.86
2025-06,az-0184,Azure,Cache,southeastasia,micro,2.0,29.4,50.32,29.68
2025-07,az-0184,Azure,Cache,southeastasia,micro,2.0,30.4,51.22,28.78
2025-08,az-0184,Azure,Cache,southeastasia,micro,7.5,25.9,47.86,32.14
2024-09,aw-0185,AWS,Storage,ap-south-1,medium,31.8,3.0,88.57,71.43
2024-10,aw-0185,AWS,Storage,ap-south-1,medium,32.8,3.0,79.47,80.53
2024-11,aw-0185,AWS,Storage,ap-south-1,medium,38.4,3.0,89.83,70.17
2024-12,aw-0185,AWS,Storage,ap-south-1,medium,30.2,4.5,99.68,60.32
2025-01,aw-0185,AWS,Storage,ap-south-1,medium,36.9,6.6,107.51,52.49
2025-02,aw-0185,AWS,Storage,ap-south-1,medium,29.9,3.6,91.74,68.26
2025-03,aw-0185,AWS,Storage,ap-south-1,medium,36.7,8.1,100.76,59.24
2025-04,aw-0185,AWS,Storage,ap-south-1,medium,34.5,7.1,87.15,72.85
2025-05,aw-0185,AWS,Storage,ap-south-1,medium,38.8,10.3,84.19,75.81
2025-06,aw-0185,AWS,Storage,ap-south-1,medium,27.7,3.0,73.91,86.09
2025-07,aw-0185,AWS,Storage,ap-south-1,medium,27.2,3.0,105.11,54.89
2025-08,aw-0185,AWS,Storage,ap-south-1,medium,28.9,3.0,90.08,69.92
2024-09,az-0186,Azure,Compute/VM,southeastasia,2xlarge,32.5,30.8,172.42,107.58
2024-10,az-0186,Azure,Compute/VM,southeastasia,2xlarge,35.9,38.2,161.71,118.29
2024-11,az-0186,Azure,Compute/VM,southeastasia,2xlarge,28.7,29.4,172.52,107.48
2024-12,az-0186,Azure,Compute/VM,southeastasia,2xlarge,34.7,42.7,180.87,99.13
2025-01,az-0186,Azure,Compute/VM,southeastasia,2xlarge,34.3,33.5,167.89,112.11
2025-02,az-0186,Azure,Compute/VM,southeastasia,2xlarge,37.8,24.6,119.47,160.53
2025-03,az-0186,Azure,Compute/VM,southeastasia,2xlarge,31.2,29.5,116.64,163.36
2025-04,az-0186,Azure,Compute/VM,southeastasia,2xlarge,36.5,30.9,168.82,111.18
2025-05,az-0186,Azure,Compute/VM,southeastasia,2xlarge,28.5,25.5,173.73,106.27
2025-06,az-0186,Azure,Compute/VM,southeastasia,2xlarge,30.9,27.8,178.99,101.01
2025-07,az-0186,Azure,Compute/VM,southeastasia,2xlarge,29.3,24.1,171.59,108.41
2025-08,az-0186,Azure,Compute/VM,southeastasia,2xlarge,28.9,24.4,144.54,135.46
2024-09,az-0187,Azure,Compute/VM,westeurope,medium,24.8,10.1,102.01,57.99
2024-10,az-0187,Azure,Compute/VM,westeurope,medium,21.6,21.4,83.88,76.12
2024-11,az-0187,Azure,Compute/VM,westeurope,medium,27.6,3.0,85.79,74.21
2024-12,az-0187,Azure,Compute/VM,westeurope,medium,27.6,10.2,93.95,66.05
2025-01,az-0187,Azure,Compute/VM,westeurope,medium,26.7,11.0,84.67,75.33
2025-02,az-0187,Azure,Compute/VM,westeurope,medium,24.4,13.8,88.38,71.62
2025-03,az-0187,Azure,Compute/VM,westeurope,medium,35.0,9.8,81.05,78.95
2025-04,az-0187,Azure,Compute/VM,westeurope,medium,30.0,12.8,93.14,66.86
2025-05,az-0187,Azure,Compute/VM,westeurope,medium,17.9,11.8,86.44,73.56
2025-06,az-0187,Azure,Compute/VM,westeurope,medium,20.6,8.0,84.94,75.06
2025-07,az-0187,Azure,Compute/VM,westeurope,medium,27.8,5.0,97.15,62.85
2025-08,az-0187,Azure,Compute/VM,westeurope,medium,24.9,11.7,80.88,79.12
2024-09,az-0188,Azure,Compute/VM,eastus,nano,27.1,34.3,21.11,18.89
2024-10,az-0188,Azure,Compute/VM,eastus,nano,27.1,36.3,22.88,17.12
2024-11,az-0188,Azure,Compute/VM,eastus,nano,24.2,35.4,21.55,18.45
2024-12,az-0188,Azure,Compute/VM,eastus,nano,34.1,37.9,18.3,21.7
2025-01,az-0188,Azure,Compute/VM,eastus,nano,30.8,38.2,25.76,14.24
2025-02,az-0188,Azure,Compute/VM,eastus,nano,31.4,35.5,25.8,14.2
2025-03,az-0188,Azure,Compute/VM,eastus,nano,30.0,39.2,20.45,19.55
2025-04,az-0188,Azure,Compute/VM,eastus,nano,31.9,37.3,23.25,16.75
2025-05,az-0188,Azure,Compute/VM,eastus,nano,31.2,35.6,26.1,13.9
2025-06,az-0188,Azure,Compute/VM,eastus,nano,28.5,34.8,24.94,15.06
2025-07,az-0188,Azure,Compute/VM,eastus,nano,23.1,30.7,19.32,20.68
2025-08,az-0188,Azure,Compute/VM,eastus,nano,21.4,37.1,17.55,22.45
2024-09,gc-0189,GCP,Cache,europe-west1,small,29.9,54.8,66.45,53.55
2024-10,gc-0189,GCP,Cache,europe-west1,small,19.8,63.0,61.77,58.23
2024-11,gc-0189,GCP,Cache,europe-west1,small,27.1,63.7,62.26,57.74
2024-12,gc-0189,GCP,Cache,europe-west1,small,30.1,58.6,59.11,60.89
2025-01,gc-0189,GCP,Cache,europe-west1,small,27.1,62.1,73.8,46.2
2025-02,gc-0189,GCP,Cache,europe-west1,small,35.7,58.3,55.28,64.72
2025-03,gc-0189,GCP,Cache,europe-west1,small,27.5,54.7,69.03,50.97
2025-04,gc-0189,GCP,Cache,europe-west1,small,26.6,58.1,61.18,58.82
2025-05,gc-0189,GCP,Cache,europe-west1,small,26.9,53.7,79.77,40.23
2025-06,gc-0189,GCP,Cache,europe-west1,small,25.0,51.5,68.4,51.6
2025-07,gc-0189,GCP,Cache,europe-west1,small,27.2,48.9,69.68,50.32
2025-08,gc-0189,GCP,Cache,europe-west1,small,27.1,58.9,78.51,41.49
2024-09,aw-0190,AWS,Storage,eu-west-1,xlarge,27.6,43.2,125.32,114.68
2024-10,aw-0190,AWS,Storage,eu-west-1,xlarge,30.9,49.8,147.18,92.82
2024-11,aw-0190,AWS,Storage,eu-west-1,xlarge,27.5,49.5,141.99,98.01
2024-12,aw-0190,AWS,Storage,eu-west-1,xlarge,25.5,45.3,132.33,107.67
2025-01,aw-0190,AWS,Storage,eu-west-1,xlarge,25.7,51.8,153.64,86.36
2025-02,aw-0190,AWS,Storage,eu-west-1,xlarge,27.9,40.6,134.74,105.26
2025-03,aw-0190,AWS,Storage,eu-west-1,xlarge,30.8,51.6,156.81,83.19
2025-04,aw-0190,AWS,Storage,eu-west-1,xlarge,24.7,41.0,130.76,109.24
2025-05,aw-0190,AWS,Storage,eu-west-1,xlarge,21.2,44.1,111.62,128.38
2025-06,aw-0190,AWS,Storage,eu-west-1,xlarge,19.8,52.5,133.72,106.28
2025-07,aw-0190,AWS,Storage,eu-west-1,xlarge,21.3,40.9,120.2,119.8
2025-08,aw-0190,AWS,Storage,eu-west-1,xlarge,21.8,42.4,122.91,117.09
2024-09,aw-0191,AWS,Compute/VM,us-west-2,micro,3.1,18.0,40.01,39.99
2024-10,aw-0191,AWS,Compute/VM,us-west-2,micro,4.8,22.8,40.27,39.73
2024-11,aw-0191,AWS,Compute/VM,us-west-2,micro,2.0,16.3,47.13,32.87
2024-12,aw-0191,AWS,Compute/VM,us-west-2,micro,2.2,12.5,44.6,35.4
2025-01,aw-0191,AWS,Compute/VM,us-west-2,micro,8.6,26.8,54.92,25.08
2025-02,aw-0191,AWS,Compute/VM,us-west-2,micro,9.1,22.5,49.78,30.22
2025-03,aw-0191,AWS,Compute/VM,us-west-2,micro,9.9,19.9,43.39,36.61
2025-04,aw-0191,AWS,Compute/VM,us-west-2,micro,7.1,25.5,45.94,34.06
2025-05,aw-0191,AWS,Compute/VM,us-west-2,micro,6.7,24.8,42.82,37.18
2025-06,aw-0191,AWS,Compute/VM,us-west-2,micro,10.5,22.7,49.14,30.86
2025-07,aw-0191,AWS,Compute/VM,us-west-2,micro,4.5,18.7,43.93,36.07
2025-08,aw-0191,AWS,Compute/VM,us-west-2,micro,5.1,26.1,42.15,37.85
2024-09,gc-0192,GCP,Storage,us-west1,2xlarge,27.1,36.2,141.3,138.7
2024-10,gc-0192,GCP,Storage,us-west1,2xlarge,32.8,41.0,133.76,146.24
2024-11,gc-0192,GCP,Storage,us-west1,2xlarge,20.6,40.6,158.26,121.74
2024-12,gc-0192,GCP,Storage,us-west1,2xlarge,26.4,31.9,166.47,113.53
2025-01,gc-0192,GCP,Storage,us-west1,2xlarge,32.1,33.6,141.55,138.45
2025-02,gc-0192,GCP,Storage,us-west1,2xlarge,27.7,40.0,184.96,95.04
2025-03,gc-0192,GCP,Storage,us-west1,2xlarge,24.4,39.7,172.2,107.8
